category,item,variety,date,price,unit,year,month,day
vegetable,chinese_leaf,chinese_leaf,2021-06-04,1.23,kg,2021,6,4
vegetable,coriander,coriander,2021-06-04,1.22,kg,2021,6,4
vegetable,cucumbers,cucumbers,2021-06-04,0.94,kg,2021,6,4
vegetable,leeks,trimmed,2021-06-04,1.89,kg,2021,6,4
vegetable,lettuce,butterhead_indoor,2021-06-04,0.39,head,2021,6,4
vegetable,lettuce,cos,2021-06-04,0.74,head,2021,6,4
vegetable,lettuce,crisp_iceberg_type,2021-06-04,0.6,head,2021,6,4
vegetable,lettuce,little_gem,2021-06-04,0.65,twin,2021,6,4
vegetable,rocket,rocket,2021-06-04,5.18,kg,2021,6,4
vegetable,mixed_babyleaf_salad,pillow_pack,2021-06-04,4.72,kg,2021,6,4
vegetable,onion,bulb_brown,2021-06-04,0.51,kg,2021,6,4
vegetable,onion,bulb_red,2021-06-04,0.63,kg,2021,6,4
vegetable,onion,saladspring,2021-06-04,0.39,kg,2021,6,4
vegetable,swede,swede,2021-06-04,0.23,kg,2021,6,4
vegetable,turnip,turnip,2021-06-04,1.19,kg,2021,6,4
vegetable,parsnips,all_varieties,2021-06-04,1.21,kg,2021,6,4
vegetable,rhubarb,forced,2021-06-04,4.92,kg,2021,6,4
vegetable,rhubarb,outdoor,2021-06-04,1.62,kg,2021,6,4
vegetable,spinach_leaf,loose_bunches,2021-06-04,1.2,kg,2021,6,4
vegetable,tomatoes,round,2021-06-04,1.0,kg,2021,6,4
vegetable,tomatoes,vine,2021-06-04,1.06,kg,2021,6,4
vegetable,tomatoes,cherry,2021-06-04,1.8,kg,2021,6,4
vegetable,tomatoes,plum,2021-06-04,2.0,kg,2021,6,4
fruit,apples,bramleys_seedling,2021-05-28,1.14,kg,2021,5,28
fruit,apples,braeburn,2021-05-28,1.08,kg,2021,5,28
fruit,apples,gala,2021-05-28,0.88,kg,2021,5,28
fruit,apples,other_late_season,2021-05-28,0.83,kg,2021,5,28
fruit,raspberries,raspberries,2021-05-28,17.0,kg,2021,5,28
fruit,strawberries,strawberries,2021-05-28,4.41,kg,2021,5,28
vegetable,asparagus,asparagus,2021-05-28,6.85,kg,2021,5,28
vegetable,beetroot,beetroot,2021-05-28,0.51,kg,2021,5,28
vegetable,pak_choi,pak_choi,2021-05-28,2.54,kg,2021,5,28
vegetable,curly_kale,curly_kale,2021-05-28,3.52,kg,2021,5,28
vegetable,cabbage,red,2021-05-28,0.62,kg,2021,5,28
vegetable,cabbage,savoy,2021-05-28,0.55,head,2021,5,28
vegetable,spring_greens,prepacked,2021-05-28,1.15,kg,2021,5,28
vegetable,cabbage,summer_autumn_pointed,2021-05-28,0.9,kg,2021,5,28
vegetable,cabbage,white,2021-05-28,0.5,kg,2021,5,28
vegetable,cabbage,round_green_other,2021-05-28,0.76,head,2021,5,28
vegetable,carrots,topped_washed,2021-05-28,0.62,kg,2021,5,28
vegetable,cauliflower,all,2021-05-28,0.68,head,2021,5,28
vegetable,celeriac,celeriac,2021-05-28,0.63,kg,2021,5,28
vegetable,coriander,coriander,2021-05-28,1.35,kg,2021,5,28
vegetable,cucumbers,cucumbers,2021-05-28,0.82,kg,2021,5,28
vegetable,leeks,trimmed,2021-05-28,1.83,kg,2021,5,28
vegetable,lettuce,butterhead_indoor,2021-05-28,0.41,head,2021,5,28
vegetable,lettuce,cos,2021-05-28,0.68,head,2021,5,28
vegetable,lettuce,crisp_iceberg_type,2021-05-28,0.56,head,2021,5,28
vegetable,lettuce,little_gem,2021-05-28,0.66,twin,2021,5,28
vegetable,rocket,rocket,2021-05-28,5.09,kg,2021,5,28
vegetable,mixed_babyleaf_salad,pillow_pack,2021-05-28,4.56,kg,2021,5,28
vegetable,onion,bulb_brown,2021-05-28,0.56,kg,2021,5,28
vegetable,onion,bulb_red,2021-05-28,0.61,kg,2021,5,28
vegetable,onion,saladspring,2021-05-28,0.4,kg,2021,5,28
vegetable,swede,swede,2021-05-28,0.23,kg,2021,5,28
vegetable,turnip,turnip,2021-05-28,0.8,kg,2021,5,28
vegetable,parsnips,all_varieties,2021-05-28,1.18,kg,2021,5,28
vegetable,rhubarb,forced,2021-05-28,5.33,kg,2021,5,28
vegetable,rhubarb,outdoor,2021-05-28,1.81,kg,2021,5,28
vegetable,spinach_leaf,loose_bunches,2021-05-28,1.31,kg,2021,5,28
vegetable,tomatoes,round,2021-05-28,0.83,kg,2021,5,28
vegetable,tomatoes,vine,2021-05-28,1.14,kg,2021,5,28
vegetable,tomatoes,cherry,2021-05-28,1.8,kg,2021,5,28
vegetable,tomatoes,plum,2021-05-28,2.35,kg,2021,5,28
fruit,apples,bramleys_seedling,2021-05-21,1.16,kg,2021,5,21
fruit,apples,braeburn,2021-05-21,1.03,kg,2021,5,21
fruit,apples,gala,2021-05-21,0.85,kg,2021,5,21
fruit,apples,other_late_season,2021-05-21,0.91,kg,2021,5,21
fruit,raspberries,raspberries,2021-05-21,17.6,kg,2021,5,21
fruit,strawberries,strawberries,2021-05-21,4.47,kg,2021,5,21
vegetable,asparagus,asparagus,2021-05-21,8.1,kg,2021,5,21
vegetable,beetroot,beetroot,2021-05-21,0.5,kg,2021,5,21
vegetable,pak_choi,pak_choi,2021-05-21,2.55,kg,2021,5,21
vegetable,curly_kale,curly_kale,2021-05-21,3.65,kg,2021,5,21
vegetable,cabbage,red,2021-05-21,0.55,kg,2021,5,21
vegetable,cabbage,savoy,2021-05-21,0.55,head,2021,5,21
vegetable,spring_greens,prepacked,2021-05-21,1.16,kg,2021,5,21
vegetable,cabbage,summer_autumn_pointed,2021-05-21,0.65,kg,2021,5,21
vegetable,cabbage,white,2021-05-21,0.48,kg,2021,5,21
vegetable,cabbage,round_green_other,2021-05-21,0.72,head,2021,5,21
vegetable,carrots,topped_washed,2021-05-21,0.63,kg,2021,5,21
vegetable,cauliflower,all,2021-05-21,0.75,head,2021,5,21
vegetable,celeriac,celeriac,2021-05-21,0.69,kg,2021,5,21
vegetable,coriander,coriander,2021-05-21,1.39,kg,2021,5,21
vegetable,cucumbers,cucumbers,2021-05-21,0.84,kg,2021,5,21
vegetable,leeks,trimmed,2021-05-21,1.92,kg,2021,5,21
vegetable,lettuce,butterhead_indoor,2021-05-21,0.41,head,2021,5,21
vegetable,lettuce,cos,2021-05-21,0.71,head,2021,5,21
vegetable,lettuce,crisp_iceberg_type,2021-05-21,0.56,head,2021,5,21
vegetable,lettuce,little_gem,2021-05-21,0.69,twin,2021,5,21
vegetable,rocket,rocket,2021-05-21,5.07,kg,2021,5,21
vegetable,mixed_babyleaf_salad,pillow_pack,2021-05-21,4.83,kg,2021,5,21
vegetable,onion,bulb_brown,2021-05-21,0.54,kg,2021,5,21
vegetable,onion,bulb_red,2021-05-21,0.58,kg,2021,5,21
vegetable,onion,saladspring,2021-05-21,0.41,kg,2021,5,21
vegetable,swede,swede,2021-05-21,0.23,kg,2021,5,21
vegetable,turnip,turnip,2021-05-21,0.8,kg,2021,5,21
vegetable,parsnips,all_varieties,2021-05-21,1.15,kg,2021,5,21
vegetable,rhubarb,forced,2021-05-21,5.58,kg,2021,5,21
vegetable,rhubarb,outdoor,2021-05-21,1.72,kg,2021,5,21
vegetable,spinach_leaf,loose_bunches,2021-05-21,1.35,kg,2021,5,21
vegetable,tomatoes,round,2021-05-21,0.91,kg,2021,5,21
vegetable,tomatoes,vine,2021-05-21,1.32,kg,2021,5,21
vegetable,tomatoes,cherry,2021-05-21,3.73,kg,2021,5,21
vegetable,tomatoes,plum,2021-05-21,2.0,kg,2021,5,21
fruit,apples,bramleys_seedling,2021-05-14,1.25,kg,2021,5,14
fruit,apples,braeburn,2021-05-14,1.09,kg,2021,5,14
fruit,apples,gala,2021-05-14,0.88,kg,2021,5,14
fruit,apples,other_late_season,2021-05-14,0.84,kg,2021,5,14
fruit,strawberries,strawberries,2021-05-14,8.8,kg,2021,5,14
vegetable,asparagus,asparagus,2021-05-14,8.98,kg,2021,5,14
vegetable,beetroot,beetroot,2021-05-14,0.5,kg,2021,5,14
vegetable,pak_choi,pak_choi,2021-05-14,2.62,kg,2021,5,14
vegetable,curly_kale,curly_kale,2021-05-14,3.64,kg,2021,5,14
vegetable,cabbage,red,2021-05-14,0.54,kg,2021,5,14
vegetable,cabbage,savoy,2021-05-14,0.55,head,2021,5,14
vegetable,spring_greens,prepacked,2021-05-14,1.16,kg,2021,5,14
vegetable,cabbage,summer_autumn_pointed,2021-05-14,0.74,kg,2021,5,14
vegetable,cabbage,white,2021-05-14,0.46,kg,2021,5,14
vegetable,cabbage,round_green_other,2021-05-14,0.67,head,2021,5,14
vegetable,carrots,topped_washed,2021-05-14,0.54,kg,2021,5,14
vegetable,cauliflower,all,2021-05-14,0.96,head,2021,5,14
vegetable,celeriac,celeriac,2021-05-14,0.66,kg,2021,5,14
vegetable,coriander,coriander,2021-05-14,1.4,kg,2021,5,14
vegetable,cucumbers,cucumbers,2021-05-14,0.95,kg,2021,5,14
vegetable,leeks,trimmed,2021-05-14,1.82,kg,2021,5,14
vegetable,lettuce,butterhead_indoor,2021-05-14,0.41,head,2021,5,14
vegetable,lettuce,cos,2021-05-14,0.77,head,2021,5,14
vegetable,lettuce,crisp_iceberg_type,2021-05-14,0.51,head,2021,5,14
vegetable,lettuce,little_gem,2021-05-14,0.68,twin,2021,5,14
vegetable,rocket,rocket,2021-05-14,5.4,kg,2021,5,14
vegetable,mixed_babyleaf_salad,pillow_pack,2021-05-14,4.98,kg,2021,5,14
vegetable,onion,bulb_brown,2021-05-14,0.53,kg,2021,5,14
vegetable,onion,bulb_red,2021-05-14,0.58,kg,2021,5,14
vegetable,onion,saladspring,2021-05-14,0.41,kg,2021,5,14
vegetable,swede,swede,2021-05-14,0.23,kg,2021,5,14
vegetable,turnip,turnip,2021-05-14,0.8,kg,2021,5,14
vegetable,parsnips,all_varieties,2021-05-14,1.12,kg,2021,5,14
vegetable,rhubarb,forced,2021-05-14,5.46,kg,2021,5,14
vegetable,rhubarb,outdoor,2021-05-14,1.69,kg,2021,5,14
vegetable,spinach_leaf,loose_bunches,2021-05-14,1.67,kg,2021,5,14
vegetable,tomatoes,round,2021-05-14,1.15,kg,2021,5,14
vegetable,tomatoes,vine,2021-05-14,1.4,kg,2021,5,14
vegetable,tomatoes,cherry,2021-05-14,3.73,kg,2021,5,14
vegetable,tomatoes,plum,2021-05-14,2.0,kg,2021,5,14
fruit,apples,bramleys_seedling,2021-05-07,1.17,kg,2021,5,7
fruit,apples,braeburn,2021-05-07,0.93,kg,2021,5,7
fruit,apples,gala,2021-05-07,0.87,kg,2021,5,7
fruit,apples,other_late_season,2021-05-07,0.86,kg,2021,5,7
fruit,pears,conference,2021-05-07,0.9,kg,2021,5,7
fruit,strawberries,strawberries,2021-05-07,6.63,kg,2021,5,7
vegetable,asparagus,asparagus,2021-05-07,10.1,kg,2021,5,7
vegetable,beetroot,beetroot,2021-05-07,0.49,kg,2021,5,7
vegetable,pak_choi,pak_choi,2021-05-07,2.62,kg,2021,5,7
vegetable,curly_kale,curly_kale,2021-05-07,3.57,kg,2021,5,7
vegetable,cabbage,red,2021-05-07,0.49,kg,2021,5,7
vegetable,cabbage,savoy,2021-05-07,0.55,head,2021,5,7
vegetable,spring_greens,prepacked,2021-05-07,1.15,kg,2021,5,7
vegetable,cabbage,summer_autumn_pointed,2021-05-07,0.64,kg,2021,5,7
vegetable,cabbage,white,2021-05-07,0.46,kg,2021,5,7
vegetable,cabbage,round_green_other,2021-05-07,0.64,head,2021,5,7
vegetable,capsicum,red,2021-05-07,2.35,kg,2021,5,7
vegetable,carrots,topped_washed,2021-05-07,0.5,kg,2021,5,7
vegetable,cauliflower,all,2021-05-07,1.11,head,2021,5,7
vegetable,celeriac,celeriac,2021-05-07,0.66,kg,2021,5,7
vegetable,cucumbers,cucumbers,2021-05-07,0.81,kg,2021,5,7
vegetable,leeks,trimmed,2021-05-07,1.78,kg,2021,5,7
vegetable,lettuce,butterhead_indoor,2021-05-07,0.43,head,2021,5,7
vegetable,lettuce,little_gem,2021-05-07,0.81,twin,2021,5,7
vegetable,rocket,rocket,2021-05-07,5.3,kg,2021,5,7
vegetable,mixed_babyleaf_salad,pillow_pack,2021-05-07,6.2,kg,2021,5,7
vegetable,onion,bulb_brown,2021-05-07,0.48,kg,2021,5,7
vegetable,onion,bulb_red,2021-05-07,0.58,kg,2021,5,7
vegetable,onion,saladspring,2021-05-07,0.38,kg,2021,5,7
vegetable,swede,swede,2021-05-07,0.23,kg,2021,5,7
vegetable,turnip,turnip,2021-05-07,0.85,kg,2021,5,7
vegetable,parsnips,all_varieties,2021-05-07,1.06,kg,2021,5,7
vegetable,rhubarb,forced,2021-05-07,4.12,kg,2021,5,7
vegetable,rhubarb,outdoor,2021-05-07,1.98,kg,2021,5,7
vegetable,tomatoes,round,2021-05-07,1.29,kg,2021,5,7
vegetable,tomatoes,vine,2021-05-07,1.98,kg,2021,5,7
vegetable,tomatoes,cherry,2021-05-07,3.73,kg,2021,5,7
vegetable,tomatoes,plum,2021-05-07,1.9,kg,2021,5,7
fruit,apples,bramleys_seedling,2021-04-30,1.23,kg,2021,4,30
fruit,apples,braeburn,2021-04-30,1.03,kg,2021,4,30
fruit,apples,gala,2021-04-30,1.0,kg,2021,4,30
fruit,apples,other_late_season,2021-04-30,0.88,kg,2021,4,30
fruit,pears,conference,2021-04-30,0.9,kg,2021,4,30
fruit,strawberries,strawberries,2021-04-30,7.58,kg,2021,4,30
vegetable,asparagus,asparagus,2021-04-30,10.15,kg,2021,4,30
vegetable,beetroot,beetroot,2021-04-30,0.51,kg,2021,4,30
vegetable,pak_choi,pak_choi,2021-04-30,2.69,kg,2021,4,30
vegetable,curly_kale,curly_kale,2021-04-30,3.59,kg,2021,4,30
vegetable,cabbage,red,2021-04-30,0.48,kg,2021,4,30
vegetable,cabbage,savoy,2021-04-30,0.55,head,2021,4,30
vegetable,spring_greens,prepacked,2021-04-30,1.22,kg,2021,4,30
vegetable,cabbage,summer_autumn_pointed,2021-04-30,0.5,kg,2021,4,30
vegetable,cabbage,white,2021-04-30,0.44,kg,2021,4,30
vegetable,cabbage,round_green_other,2021-04-30,0.59,head,2021,4,30
vegetable,capsicum,red,2021-04-30,2.36,kg,2021,4,30
vegetable,capsicum,yelloworange,2021-04-30,3.2,kg,2021,4,30
vegetable,carrots,topped_washed,2021-04-30,0.5,kg,2021,4,30
vegetable,cauliflower,all,2021-04-30,1.05,head,2021,4,30
vegetable,celeriac,celeriac,2021-04-30,0.66,kg,2021,4,30
vegetable,cucumbers,cucumbers,2021-04-30,0.87,kg,2021,4,30
vegetable,leeks,trimmed,2021-04-30,1.78,kg,2021,4,30
vegetable,lettuce,butterhead_indoor,2021-04-30,0.45,head,2021,4,30
vegetable,lettuce,little_gem,2021-04-30,0.83,twin,2021,4,30
vegetable,rocket,rocket,2021-04-30,5.45,kg,2021,4,30
vegetable,onion,bulb_brown,2021-04-30,0.48,kg,2021,4,30
vegetable,onion,bulb_red,2021-04-30,0.53,kg,2021,4,30
vegetable,onion,saladspring,2021-04-30,0.41,kg,2021,4,30
vegetable,swede,swede,2021-04-30,0.23,kg,2021,4,30
vegetable,turnip,turnip,2021-04-30,0.81,kg,2021,4,30
vegetable,parsnips,all_varieties,2021-04-30,1.03,kg,2021,4,30
vegetable,rhubarb,forced,2021-04-30,4.05,kg,2021,4,30
vegetable,rhubarb,outdoor,2021-04-30,1.95,kg,2021,4,30
vegetable,tomatoes,round,2021-04-30,1.03,kg,2021,4,30
vegetable,tomatoes,vine,2021-04-30,2.32,kg,2021,4,30
vegetable,tomatoes,cherry,2021-04-30,2.67,kg,2021,4,30
vegetable,tomatoes,plum,2021-04-30,2.08,kg,2021,4,30
fruit,apples,bramleys_seedling,2021-04-23,1.2,kg,2021,4,23
fruit,apples,coxs_orange_group,2021-04-23,0.61,kg,2021,4,23
fruit,apples,braeburn,2021-04-23,1.13,kg,2021,4,23
fruit,apples,gala,2021-04-23,1.09,kg,2021,4,23
fruit,apples,other_late_season,2021-04-23,0.87,kg,2021,4,23
fruit,pears,conference,2021-04-23,1.03,kg,2021,4,23
fruit,strawberries,strawberries,2021-04-23,6.31,kg,2021,4,23
vegetable,asparagus,asparagus,2021-04-23,10.21,kg,2021,4,23
vegetable,beetroot,beetroot,2021-04-23,0.51,kg,2021,4,23
vegetable,pak_choi,pak_choi,2021-04-23,2.82,kg,2021,4,23
vegetable,curly_kale,curly_kale,2021-04-23,3.32,kg,2021,4,23
vegetable,cabbage,red,2021-04-23,0.4,kg,2021,4,23
vegetable,cabbage,savoy,2021-04-23,0.63,head,2021,4,23
vegetable,spring_greens,prepacked,2021-04-23,1.22,kg,2021,4,23
vegetable,cabbage,summer_autumn_pointed,2021-04-23,0.61,kg,2021,4,23
vegetable,cabbage,white,2021-04-23,0.39,kg,2021,4,23
vegetable,cabbage,round_green_other,2021-04-23,0.59,head,2021,4,23
vegetable,capsicum,red,2021-04-23,2.35,kg,2021,4,23
vegetable,carrots,topped_washed,2021-04-23,0.52,kg,2021,4,23
vegetable,cauliflower,all,2021-04-23,1.14,head,2021,4,23
vegetable,celeriac,celeriac,2021-04-23,0.67,kg,2021,4,23
vegetable,cucumbers,cucumbers,2021-04-23,0.76,kg,2021,4,23
vegetable,leeks,trimmed,2021-04-23,1.8,kg,2021,4,23
vegetable,lettuce,butterhead_indoor,2021-04-23,0.46,head,2021,4,23
vegetable,lettuce,little_gem,2021-04-23,0.78,twin,2021,4,23
vegetable,rocket,rocket,2021-04-23,9.04,kg,2021,4,23
vegetable,onion,bulb_brown,2021-04-23,0.47,kg,2021,4,23
vegetable,onion,bulb_red,2021-04-23,0.53,kg,2021,4,23
vegetable,onion,saladspring,2021-04-23,0.4,kg,2021,4,23
vegetable,swede,swede,2021-04-23,0.23,kg,2021,4,23
vegetable,turnip,turnip,2021-04-23,0.79,kg,2021,4,23
vegetable,parsnips,all_varieties,2021-04-23,1.03,kg,2021,4,23
vegetable,rhubarb,forced,2021-04-23,3.87,kg,2021,4,23
vegetable,rhubarb,outdoor,2021-04-23,1.92,kg,2021,4,23
vegetable,tomatoes,round,2021-04-23,1.03,kg,2021,4,23
vegetable,tomatoes,vine,2021-04-23,3.51,kg,2021,4,23
vegetable,tomatoes,cherry,2021-04-23,3.21,kg,2021,4,23
fruit,apples,bramleys_seedling,2021-04-16,1.23,kg,2021,4,16
fruit,apples,coxs_orange_group,2021-04-16,0.77,kg,2021,4,16
fruit,apples,braeburn,2021-04-16,1.03,kg,2021,4,16
fruit,apples,gala,2021-04-16,1.09,kg,2021,4,16
fruit,apples,other_late_season,2021-04-16,0.91,kg,2021,4,16
fruit,pears,conference,2021-04-16,1.03,kg,2021,4,16
fruit,strawberries,strawberries,2021-04-16,7.62,kg,2021,4,16
vegetable,asparagus,asparagus,2021-04-16,11.73,kg,2021,4,16
vegetable,beetroot,beetroot,2021-04-16,0.47,kg,2021,4,16
vegetable,brussels_sprouts,brussels_sprouts,2021-04-16,1.06,kg,2021,4,16
vegetable,pak_choi,pak_choi,2021-04-16,2.83,kg,2021,4,16
vegetable,curly_kale,curly_kale,2021-04-16,3.03,kg,2021,4,16
vegetable,cabbage,red,2021-04-16,0.41,kg,2021,4,16
vegetable,cabbage,savoy,2021-04-16,0.63,head,2021,4,16
vegetable,spring_greens,prepacked,2021-04-16,1.27,kg,2021,4,16
vegetable,cabbage,white,2021-04-16,0.38,kg,2021,4,16
vegetable,cabbage,round_green_other,2021-04-16,0.59,head,2021,4,16
vegetable,capsicum,red,2021-04-16,2.35,kg,2021,4,16
vegetable,carrots,topped_washed,2021-04-16,0.52,kg,2021,4,16
vegetable,cauliflower,all,2021-04-16,1.12,head,2021,4,16
vegetable,celeriac,celeriac,2021-04-16,0.7,kg,2021,4,16
vegetable,cucumbers,cucumbers,2021-04-16,0.76,kg,2021,4,16
vegetable,leeks,trimmed,2021-04-16,1.84,kg,2021,4,16
vegetable,lettuce,butterhead_indoor,2021-04-16,0.42,head,2021,4,16
vegetable,lettuce,little_gem,2021-04-16,0.8,twin,2021,4,16
vegetable,mixed_babyleaf_salad,pillow_pack,2021-04-16,6.4,kg,2021,4,16
vegetable,onion,bulb_brown,2021-04-16,0.46,kg,2021,4,16
vegetable,onion,bulb_red,2021-04-16,0.52,kg,2021,4,16
vegetable,onion,saladspring,2021-04-16,0.46,kg,2021,4,16
vegetable,swede,swede,2021-04-16,0.22,kg,2021,4,16
vegetable,turnip,turnip,2021-04-16,0.79,kg,2021,4,16
vegetable,parsnips,all_varieties,2021-04-16,1.01,kg,2021,4,16
vegetable,rhubarb,forced,2021-04-16,3.98,kg,2021,4,16
vegetable,rhubarb,outdoor,2021-04-16,2.18,kg,2021,4,16
vegetable,tomatoes,round,2021-04-16,1.05,kg,2021,4,16
vegetable,tomatoes,vine,2021-04-16,4.45,kg,2021,4,16
fruit,apples,bramleys_seedling,2021-04-09,1.18,kg,2021,4,9
fruit,apples,egremont_russet,2021-04-09,1.51,kg,2021,4,9
fruit,apples,braeburn,2021-04-09,1.13,kg,2021,4,9
fruit,apples,gala,2021-04-09,1.06,kg,2021,4,9
fruit,apples,other_late_season,2021-04-09,0.93,kg,2021,4,9
fruit,pears,conference,2021-04-09,1.17,kg,2021,4,9
fruit,strawberries,strawberries,2021-04-09,7.44,kg,2021,4,9
vegetable,asparagus,asparagus,2021-04-09,12.2,kg,2021,4,9
vegetable,beetroot,beetroot,2021-04-09,0.46,kg,2021,4,9
vegetable,brussels_sprouts,brussels_sprouts,2021-04-09,1.06,kg,2021,4,9
vegetable,pak_choi,pak_choi,2021-04-09,2.82,kg,2021,4,9
vegetable,curly_kale,curly_kale,2021-04-09,2.84,kg,2021,4,9
vegetable,cabbage,red,2021-04-09,0.39,kg,2021,4,9
vegetable,cabbage,savoy,2021-04-09,0.61,head,2021,4,9
vegetable,spring_greens,prepacked,2021-04-09,1.32,kg,2021,4,9
vegetable,cabbage,white,2021-04-09,0.4,kg,2021,4,9
vegetable,cabbage,round_green_other,2021-04-09,0.58,head,2021,4,9
vegetable,capsicum,red,2021-04-09,2.8,kg,2021,4,9
vegetable,carrots,topped_washed,2021-04-09,0.51,kg,2021,4,9
vegetable,cauliflower,all,2021-04-09,0.98,head,2021,4,9
vegetable,celeriac,celeriac,2021-04-09,0.68,kg,2021,4,9
vegetable,cucumbers,cucumbers,2021-04-09,0.86,kg,2021,4,9
vegetable,leeks,trimmed,2021-04-09,1.81,kg,2021,4,9
vegetable,lettuce,butterhead_indoor,2021-04-09,0.42,head,2021,4,9
vegetable,lettuce,little_gem,2021-04-09,0.76,twin,2021,4,9
vegetable,mixed_babyleaf_salad,pillow_pack,2021-04-09,6.4,kg,2021,4,9
vegetable,onion,bulb_brown,2021-04-09,0.45,kg,2021,4,9
vegetable,onion,bulb_red,2021-04-09,0.51,kg,2021,4,9
vegetable,swede,swede,2021-04-09,0.22,kg,2021,4,9
vegetable,turnip,turnip,2021-04-09,0.8,kg,2021,4,9
vegetable,parsnips,all_varieties,2021-04-09,1.04,kg,2021,4,9
vegetable,rhubarb,forced,2021-04-09,3.95,kg,2021,4,9
vegetable,rhubarb,outdoor,2021-04-09,2.25,kg,2021,4,9
vegetable,tomatoes,round,2021-04-09,1.18,kg,2021,4,9
vegetable,tomatoes,vine,2021-04-09,4.32,kg,2021,4,9
fruit,apples,bramleys_seedling,2021-04-02,1.22,kg,2021,4,2
fruit,apples,coxs_orange_group,2021-04-02,1.15,kg,2021,4,2
fruit,apples,egremont_russet,2021-04-02,1.48,kg,2021,4,2
fruit,apples,braeburn,2021-04-02,1.15,kg,2021,4,2
fruit,apples,gala,2021-04-02,1.17,kg,2021,4,2
fruit,apples,other_late_season,2021-04-02,0.97,kg,2021,4,2
fruit,pears,conference,2021-04-02,1.17,kg,2021,4,2
fruit,strawberries,strawberries,2021-04-02,7.79,kg,2021,4,2
vegetable,asparagus,asparagus,2021-04-02,14.94,kg,2021,4,2
vegetable,beetroot,beetroot,2021-04-02,0.46,kg,2021,4,2
vegetable,brussels_sprouts,brussels_sprouts,2021-04-02,0.92,kg,2021,4,2
vegetable,pak_choi,pak_choi,2021-04-02,2.83,kg,2021,4,2
vegetable,curly_kale,curly_kale,2021-04-02,2.91,kg,2021,4,2
vegetable,cabbage,red,2021-04-02,0.39,kg,2021,4,2
vegetable,cabbage,savoy,2021-04-02,0.62,head,2021,4,2
vegetable,spring_greens,prepacked,2021-04-02,1.3,kg,2021,4,2
vegetable,cabbage,white,2021-04-02,0.34,kg,2021,4,2
vegetable,cabbage,round_green_other,2021-04-02,0.58,head,2021,4,2
vegetable,carrots,topped_washed,2021-04-02,0.52,kg,2021,4,2
vegetable,cauliflower,all,2021-04-02,0.75,head,2021,4,2
vegetable,celeriac,celeriac,2021-04-02,0.68,kg,2021,4,2
vegetable,cucumbers,cucumbers,2021-04-02,0.99,kg,2021,4,2
vegetable,leeks,trimmed,2021-04-02,1.85,kg,2021,4,2
vegetable,lettuce,butterhead_indoor,2021-04-02,0.41,head,2021,4,2
vegetable,lettuce,little_gem,2021-04-02,0.77,twin,2021,4,2
vegetable,mixed_babyleaf_salad,pillow_pack,2021-04-02,5.7,kg,2021,4,2
vegetable,onion,bulb_brown,2021-04-02,0.44,kg,2021,4,2
vegetable,onion,bulb_red,2021-04-02,0.52,kg,2021,4,2
vegetable,swede,swede,2021-04-02,0.23,kg,2021,4,2
vegetable,turnip,turnip,2021-04-02,0.85,kg,2021,4,2
vegetable,parsnips,all_varieties,2021-04-02,1.04,kg,2021,4,2
vegetable,rhubarb,forced,2021-04-02,3.66,kg,2021,4,2
vegetable,rhubarb,outdoor,2021-04-02,2.28,kg,2021,4,2
vegetable,tomatoes,round,2021-04-02,1.56,kg,2021,4,2
fruit,apples,bramleys_seedling,2021-03-26,1.19,kg,2021,3,26
fruit,apples,coxs_orange_group,2021-03-26,1.48,kg,2021,3,26
fruit,apples,egremont_russet,2021-03-26,1.42,kg,2021,3,26
fruit,apples,braeburn,2021-03-26,1.12,kg,2021,3,26
fruit,apples,gala,2021-03-26,1.19,kg,2021,3,26
fruit,pears,conference,2021-03-26,1.16,kg,2021,3,26
fruit,strawberries,strawberries,2021-03-26,10.74,kg,2021,3,26
vegetable,asparagus,asparagus,2021-03-26,15.29,kg,2021,3,26
vegetable,beetroot,beetroot,2021-03-26,0.47,kg,2021,3,26
vegetable,brussels_sprouts,brussels_sprouts,2021-03-26,0.92,kg,2021,3,26
vegetable,pak_choi,pak_choi,2021-03-26,2.64,kg,2021,3,26
vegetable,curly_kale,curly_kale,2021-03-26,2.92,kg,2021,3,26
vegetable,cabbage,red,2021-03-26,0.39,kg,2021,3,26
vegetable,cabbage,savoy,2021-03-26,0.63,head,2021,3,26
vegetable,spring_greens,prepacked,2021-03-26,1.31,kg,2021,3,26
vegetable,cabbage,white,2021-03-26,0.35,kg,2021,3,26
vegetable,cabbage,round_green_other,2021-03-26,0.54,head,2021,3,26
vegetable,carrots,topped_washed,2021-03-26,0.49,kg,2021,3,26
vegetable,cauliflower,all,2021-03-26,0.71,head,2021,3,26
vegetable,celeriac,celeriac,2021-03-26,0.69,kg,2021,3,26
vegetable,cucumbers,cucumbers,2021-03-26,0.94,kg,2021,3,26
vegetable,leeks,trimmed,2021-03-26,1.95,kg,2021,3,26
vegetable,lettuce,butterhead_indoor,2021-03-26,0.39,head,2021,3,26
vegetable,lettuce,little_gem,2021-03-26,0.69,twin,2021,3,26
vegetable,onion,bulb_brown,2021-03-26,0.45,kg,2021,3,26
vegetable,onion,bulb_red,2021-03-26,0.54,kg,2021,3,26
vegetable,swede,swede,2021-03-26,0.22,kg,2021,3,26
vegetable,turnip,turnip,2021-03-26,0.95,kg,2021,3,26
